Data_set,Layer_size,Activation,CV,Solver,Accuracy,F-score
diabetes.data,"(25,)",tanh,6,sgd,0.6627771864636107,0.4409750234562229
diabetes.data,"(25,)",tanh,8,sgd,0.6653960933260988,0.44629504565941897
seeds.data,"(5,)",relu,2,adam,0.4666666666666667,0.33205748052645717
seeds.data,"(5,)",relu,4,adam,0.3986928104575163,0.2778942902032885
seeds.data,"(5,)",relu,6,adam,0.31481481481481477,0.17128445581131002
seeds.data,"(5,)",relu,8,adam,0.3379629629629629,0.1957381173813399
seeds.data,"(5,)",relu,2,sgd,0.3333333333333333,0.17447916666666666
seeds.data,"(5,)",relu,4,sgd,0.3622004357298475,0.23485096882872303
seeds.data,"(5,)",relu,6,sgd,0.33249158249158245,0.18010936431989064
seeds.data,"(5,)",relu,8,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(5,)",relu,2,adam,0.6952380952380952,0.6388152191956257
seeds.data,"(5,)",relu,4,adam,0.6195533769063182,0.557484587024229
seeds.data,"(5,)",relu,6,adam,0.6111111111111112,0.5113874191651969
seeds.data,"(5,)",relu,8,adam,0.6672453703703705,0.6064311031532394
seeds.data,"(5,)",relu,2,sgd,0.6666666666666666,0.5367867478651975
seeds.data,"(5,)",relu,4,sgd,0.5416666666666666,0.43566109838994554
seeds.data,"(5,)",relu,6,sgd,0.5357744107744108,0.4491963340741893
seeds.data,"(5,)",relu,8,sgd,0.5543981481481481,0.45936269652508954
seeds.data,"(10,)",relu,2,adam,0.3619047619047619,0.21917849775512682
seeds.data,"(10,)",relu,4,adam,0.3333333333333333,0.16666666666666666
seeds.data,"(10,)",relu,6,adam,0.3383838383838384,0.20739798809974253
seeds.data,"(10,)",relu,8,adam,0.3055555555555556,0.16546680707022263
seeds.data,"(10,)",relu,2,sgd,0.37142857142857144,0.26517685029135407
seeds.data,"(10,)",relu,4,sgd,0.4068627450980392,0.29137757667169434
seeds.data,"(10,)",relu,6,sgd,0.3569023569023569,0.22168014525802496
seeds.data,"(10,)",relu,8,sgd,0.34259259259259256,0.19848466023750652
seeds.data,"(10,)",relu,2,adam,0.9190476190476191,0.918673395538758
seeds.data,"(10,)",relu,4,adam,0.7521786492374728,0.7015618388646547
seeds.data,"(10,)",relu,6,adam,0.79503367003367,0.7473175705380964
seeds.data,"(10,)",relu,8,adam,0.8078703703703703,0.7766597862080935
seeds.data,"(10,)",relu,2,sgd,0.7047619047619048,0.6293774973205482
seeds.data,"(10,)",relu,4,sgd,0.6127450980392157,0.5129066601892689
seeds.data,"(10,)",relu,6,sgd,0.6872895622895624,0.6464021033781365
seeds.data,"(10,)",relu,8,sgd,0.6903935185185186,0.6327243129390963
seeds.data,"(15,)",relu,2,adam,0.4238095238095238,0.3165542989705669
seeds.data,"(15,)",relu,4,adam,0.3698257080610022,0.23235499650593988
seeds.data,"(15,)",relu,6,adam,0.4486531986531987,0.3311150213038085
seeds.data,"(15,)",relu,8,adam,0.25925925925925924,0.13394153957879448
seeds.data,"(15,)",relu,2,sgd,0.3333333333333333,0.1779202279202279
seeds.data,"(15,)",relu,4,sgd,0.36764705882352944,0.2181818181818182
seeds.data,"(15,)",relu,6,sgd,0.3009259259259259,0.16788281494163845
seeds.data,"(15,)",relu,8,sgd,0.26157407407407407,0.16672940585984064
seeds.data,"(15,)",relu,2,adam,0.838095238095238,0.8291269055850659
seeds.data,"(15,)",relu,4,adam,0.9000544662309368,0.89888013013013
seeds.data,"(15,)",relu,6,adam,0.8577441077441077,0.8484940950830374
seeds.data,"(15,)",relu,8,adam,0.8900462962962963,0.8824021437331607
seeds.data,"(15,)",relu,2,sgd,0.7428571428571429,0.7046966535259611
seeds.data,"(15,)",relu,4,sgd,0.7761437908496732,0.727711534427904
seeds.data,"(15,)",relu,6,sgd,0.7752525252525252,0.7319995438838319
seeds.data,"(15,)",relu,8,sgd,0.7361111111111112,0.6696612161201944
seeds.data,"(20,)",relu,2,adam,0.319047619047619,0.2634920634920635
seeds.data,"(20,)",relu,4,adam,0.3333333333333333,0.16666666666666666
seeds.data,"(20,)",relu,6,adam,0.3042929292929292,0.17015345765345766
seeds.data,"(20,)",relu,8,adam,0.3194444444444444,0.19092617119311492
seeds.data,"(20,)",relu,2,sgd,0.3666666666666667,0.2304533888503354
seeds.data,"(20,)",relu,4,sgd,0.4068627450980392,0.2823813492406615
seeds.data,"(20,)",relu,6,sgd,0.37626262626262624,0.2531632567530973
seeds.data,"(20,)",relu,8,sgd,0.3935185185185185,0.2569466765622216
seeds.data,"(20,)",relu,2,adam,0.9238095238095239,0.9237252177027253
seeds.data,"(20,)",relu,4,adam,0.8951525054466231,0.8920705658846076
seeds.data,"(20,)",relu,6,adam,0.9065656565656565,0.9017882399866409
seeds.data,"(20,)",relu,8,adam,0.8900462962962963,0.8864015359855143
seeds.data,"(20,)",relu,2,sgd,0.7571428571428571,0.7311500859998702
seeds.data,"(20,)",relu,4,sgd,0.7295751633986928,0.6782686690003763
seeds.data,"(20,)",relu,6,sgd,0.6654040404040404,0.6039832072249067
seeds.data,"(20,)",relu,8,sgd,0.689236111111111,0.6146716847176196
seeds.data,"(25,)",relu,2,adam,0.3904761904761905,0.2605552017265182
seeds.data,"(25,)",relu,4,adam,0.4722222222222222,0.3362794035392469
seeds.data,"(25,)",relu,6,adam,0.44486531986531985,0.31978993730931715
seeds.data,"(25,)",relu,8,adam,0.36979166666666663,0.2442448466184276
seeds.data,"(25,)",relu,2,sgd,0.29047619047619044,0.22336165178008588
seeds.data,"(25,)",relu,4,sgd,0.32870370370370366,0.1861111111111111
seeds.data,"(25,)",relu,6,sgd,0.32870370370370366,0.17014887227653186
seeds.data,"(25,)",relu,8,sgd,0.33275462962962965,0.22997146091311177
seeds.data,"(25,)",relu,2,adam,0.9,0.89792474440532
seeds.data,"(25,)",relu,4,adam,0.9014161220043573,0.8989764322032373
seeds.data,"(25,)",relu,6,adam,0.8771043771043772,0.8717921772269599
seeds.data,"(25,)",relu,8,adam,0.8946759259259259,0.8917691491801399
seeds.data,"(25,)",relu,2,sgd,0.719047619047619,0.7012774501020569
seeds.data,"(25,)",relu,4,sgd,0.738562091503268,0.7064211524991391
seeds.data,"(25,)",relu,6,sgd,0.790824915824916,0.7478819235440924
seeds.data,"(25,)",relu,8,sgd,0.7349537037037037,0.6914746373752745
seeds.data,"(5,)",logistic,2,adam,0.3333333333333333,0.16666666666666666
seeds.data,"(5,)",logistic,4,adam,0.28703703703703703,0.15624999999999997
seeds.data,"(5,)",logistic,6,adam,0.34259259259259256,0.189429012345679
seeds.data,"(5,)",logistic,8,adam,0.3333333333333333,0.16666666666666666
seeds.data,"(5,)",logistic,2,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(5,)",logistic,4,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(5,)",logistic,6,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(5,)",logistic,8,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(5,)",logistic,2,adam,0.6142857142857143,0.5605671336773559
seeds.data,"(5,)",logistic,4,adam,0.6835511982570806,0.5960112121147225
seeds.data,"(5,)",logistic,6,adam,0.7613636363636362,0.7029945277718083
seeds.data,"(5,)",logistic,8,adam,0.6481481481481481,0.5678558301036254
seeds.data,"(5,)",logistic,2,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(5,)",logistic,4,sgd,0.3379629629629629,0.1835347545132571
seeds.data,"(5,)",logistic,6,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(5,)",logistic,8,sgd,0.3472222222222222,0.20339506172839505
seeds.data,"(10,)",logistic,2,adam,0.3333333333333333,0.16666666666666666
seeds.data,"(10,)",logistic,4,adam,0.37254901960784315,0.2253344481605351
seeds.data,"(10,)",logistic,6,adam,0.3333333333333333,0.16666666666666666
seeds.data,"(10,)",logistic,8,adam,0.3333333333333333,0.16733870967741934
seeds.data,"(10,)",logistic,2,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(10,)",logistic,4,sgd,0.3333333333333333,0.17611111111111108
seeds.data,"(10,)",logistic,6,sgd,0.3232323232323232,0.16390614216701174
seeds.data,"(10,)",logistic,8,sgd,0.31481481481481477,0.15885416666666666
seeds.data,"(10,)",logistic,2,adam,0.8,0.7707459876134575
seeds.data,"(10,)",logistic,4,adam,0.7747821350762527,0.7481019814355698
seeds.data,"(10,)",logistic,6,adam,0.8249158249158249,0.8019504766980874
seeds.data,"(10,)",logistic,8,adam,0.8096064814814814,0.7918974234686309
seeds.data,"(10,)",logistic,2,sgd,0.4476190476190476,0.3177695743323307
seeds.data,"(10,)",logistic,4,sgd,0.338235294117647,0.1765478164731896
seeds.data,"(10,)",logistic,6,sgd,0.4212962962962963,0.27737077737077737
seeds.data,"(10,)",logistic,8,sgd,0.41898148148148145,0.2797491039426523
seeds.data,"(15,)",logistic,2,adam,0.3333333333333333,0.16666666666666666
seeds.data,"(15,)",logistic,4,adam,0.303921568627451,0.16574074074074074
seeds.data,"(15,)",logistic,6,adam,0.3333333333333333,0.16666666666666666
seeds.data,"(15,)",logistic,8,adam,0.3333333333333333,0.16666666666666666
seeds.data,"(15,)",logistic,2,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(15,)",logistic,4,sgd,0.3333333333333333,0.17115384615384613
seeds.data,"(15,)",logistic,6,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(15,)",logistic,8,sgd,0.3101851851851851,0.19420511361925025
seeds.data,"(15,)",logistic,2,adam,0.8333333333333333,0.8139639809670133
seeds.data,"(15,)",logistic,4,adam,0.8243464052287581,0.7950299203606159
seeds.data,"(15,)",logistic,6,adam,0.8186026936026937,0.7966298558845423
seeds.data,"(15,)",logistic,8,adam,0.8616898148148149,0.8509766083875991
seeds.data,"(15,)",logistic,2,sgd,0.39047619047619053,0.28735380116959064
seeds.data,"(15,)",logistic,4,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(15,)",logistic,6,sgd,0.3703703703703703,0.2238095238095238
seeds.data,"(15,)",logistic,8,sgd,0.36111111111111105,0.24293338431625325
seeds.data,"(20,)",logistic,2,adam,0.3333333333333333,0.16666666666666666
seeds.data,"(20,)",logistic,4,adam,0.3333333333333333,0.16666666666666666
seeds.data,"(20,)",logistic,6,adam,0.3333333333333333,0.17105263157894735
seeds.data,"(20,)",logistic,8,adam,0.37037037037037035,0.21597222222222223
seeds.data,"(20,)",logistic,2,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(20,)",logistic,4,sgd,0.28703703703703703,0.1553030303030303
seeds.data,"(20,)",logistic,6,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(20,)",logistic,8,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(20,)",logistic,2,adam,0.8238095238095238,0.8073536576062748
seeds.data,"(20,)",logistic,4,adam,0.863289760348584,0.8563352361890123
seeds.data,"(20,)",logistic,6,adam,0.8569023569023569,0.8469648821670179
seeds.data,"(20,)",logistic,8,adam,0.8622685185185185,0.8525831570819962
seeds.data,"(20,)",logistic,2,sgd,0.3333333333333333,0.17039800995024873
seeds.data,"(20,)",logistic,4,sgd,0.5024509803921569,0.4034786461102251
seeds.data,"(20,)",logistic,6,sgd,0.35101010101010105,0.22545631756158072
seeds.data,"(20,)",logistic,8,sgd,0.4565972222222222,0.325580175089979
seeds.data,"(25,)",logistic,2,adam,0.3333333333333333,0.16666666666666666
seeds.data,"(25,)",logistic,4,adam,0.3284313725490196,0.18671470805617146
seeds.data,"(25,)",logistic,6,adam,0.26430976430976433,0.14371980676328502
seeds.data,"(25,)",logistic,8,adam,0.41203703703703703,0.2583783175888439
seeds.data,"(25,)",logistic,2,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(25,)",logistic,4,sgd,0.35648148148148145,0.20600800346095607
seeds.data,"(25,)",logistic,6,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(25,)",logistic,8,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(25,)",logistic,2,adam,0.8523809523809524,0.8380603996007856
seeds.data,"(25,)",logistic,4,adam,0.8627450980392156,0.8505077762713984
seeds.data,"(25,)",logistic,6,adam,0.8535353535353535,0.8393952679482594
seeds.data,"(25,)",logistic,8,adam,0.8570601851851851,0.8472324230064168
seeds.data,"(25,)",logistic,2,sgd,0.3857142857142857,0.3045886140314986
seeds.data,"(25,)",logistic,4,sgd,0.338235294117647,0.20309823379998818
seeds.data,"(25,)",logistic,6,sgd,0.3648989898989899,0.24763095521609454
seeds.data,"(25,)",logistic,8,sgd,0.43344907407407407,0.31047272379846014
seeds.data,"(5,)",tanh,2,adam,0.1523809523809524,0.1434389140271493
seeds.data,"(5,)",tanh,4,adam,0.38888888888888884,0.2575347222222222
seeds.data,"(5,)",tanh,6,adam,0.3518518518518518,0.19885361552028222
seeds.data,"(5,)",tanh,8,adam,0.3148148148148148,0.1836940836940837
seeds.data,"(5,)",tanh,2,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(5,)",tanh,4,sgd,0.352124183006536,0.20800213091082417
seeds.data,"(5,)",tanh,6,sgd,0.37878787878787884,0.255017910131435
seeds.data,"(5,)",tanh,8,sgd,0.3038194444444444,0.1808913966780346
seeds.data,"(5,)",tanh,2,adam,0.6952380952380952,0.6587030487443442
seeds.data,"(5,)",tanh,4,adam,0.7309368191721133,0.70627981215249
seeds.data,"(5,)",tanh,6,adam,0.7045454545454545,0.6638542873630593
seeds.data,"(5,)",tanh,8,adam,0.7291666666666667,0.701631156465533
seeds.data,"(5,)",tanh,2,sgd,0.47619047619047616,0.4193353746703664
seeds.data,"(5,)",tanh,4,sgd,0.6124727668845317,0.5626438900253431
seeds.data,"(5,)",tanh,6,sgd,0.6771885521885522,0.6286920617077211
seeds.data,"(5,)",tanh,8,sgd,0.6064814814814814,0.5465480387594737
seeds.data,"(10,)",tanh,2,adam,0.3857142857142857,0.25348275474665766
seeds.data,"(10,)",tanh,4,adam,0.2696078431372549,0.1559090909090909
seeds.data,"(10,)",tanh,6,adam,0.29966329966329963,0.19869903897911675
seeds.data,"(10,)",tanh,8,adam,0.37962962962962965,0.26558447453055295
seeds.data,"(10,)",tanh,2,sgd,0.3571428571428571,0.21047686163965235
seeds.data,"(10,)",tanh,4,sgd,0.4959150326797385,0.376241487557277
seeds.data,"(10,)",tanh,6,sgd,0.364057239057239,0.23308089965191833
seeds.data,"(10,)",tanh,8,sgd,0.41608796296296297,0.2873029556650246
seeds.data,"(10,)",tanh,2,adam,0.8571428571428572,0.8534489331480124
seeds.data,"(10,)",tanh,4,adam,0.8848039215686275,0.8825311057780723
seeds.data,"(10,)",tanh,6,adam,0.859006734006734,0.8439512470748168
seeds.data,"(10,)",tanh,8,adam,0.8315972222222222,0.8225728974471235
seeds.data,"(10,)",tanh,2,sgd,0.861904761904762,0.8597077354333547
seeds.data,"(10,)",tanh,4,sgd,0.6086601307189542,0.5741207661775183
seeds.data,"(10,)",tanh,6,sgd,0.7840909090909092,0.7531019122298792
seeds.data,"(10,)",tanh,8,sgd,0.6591435185185185,0.6041160357530326
seeds.data,"(15,)",tanh,2,adam,0.4571428571428572,0.3238551051051051
seeds.data,"(15,)",tanh,4,adam,0.35185185185185186,0.21415781026167957
seeds.data,"(15,)",tanh,6,adam,0.3055555555555555,0.21613801740028948
seeds.data,"(15,)",tanh,8,adam,0.2667824074074074,0.14829672093666402
seeds.data,"(15,)",tanh,2,sgd,0.4095238095238095,0.2847366795208522
seeds.data,"(15,)",tanh,4,sgd,0.3137254901960784,0.22575717787114846
seeds.data,"(15,)",tanh,6,sgd,0.28367003367003363,0.21559774974097223
seeds.data,"(15,)",tanh,8,sgd,0.35821759259259256,0.2068386066547831
seeds.data,"(15,)",tanh,2,adam,0.8761904761904762,0.8725132275132276
seeds.data,"(15,)",tanh,4,adam,0.8899782135076253,0.887888132662114
seeds.data,"(15,)",tanh,6,adam,0.9010942760942761,0.8991586325644296
seeds.data,"(15,)",tanh,8,adam,0.9010416666666666,0.8971241971822467
seeds.data,"(15,)",tanh,2,sgd,0.8142857142857143,0.8078330950186332
seeds.data,"(15,)",tanh,4,sgd,0.8273420479302831,0.806537520995159
seeds.data,"(15,)",tanh,6,sgd,0.7239057239057239,0.6583330626556902
seeds.data,"(15,)",tanh,8,sgd,0.8084490740740741,0.7822585839226707
seeds.data,"(20,)",tanh,2,adam,0.19999999999999998,0.13668983876613044
seeds.data,"(20,)",tanh,4,adam,0.3224400871459695,0.2081759625237886
seeds.data,"(20,)",tanh,6,adam,0.3834175084175084,0.26804417067098224
seeds.data,"(20,)",tanh,8,adam,0.3616898148148148,0.24936168063103048
seeds.data,"(20,)",tanh,2,sgd,0.3142857142857143,0.15931372549019607
seeds.data,"(20,)",tanh,4,sgd,0.2478213507625272,0.20481543416326026
seeds.data,"(20,)",tanh,6,sgd,0.3333333333333333,0.16666666666666666
seeds.data,"(20,)",tanh,8,sgd,0.2847222222222222,0.20745066360213507
seeds.data,"(20,)",tanh,2,adam,0.9095238095238095,0.9082158445172145
seeds.data,"(20,)",tanh,4,adam,0.894880174291939,0.8929864944957824
seeds.data,"(20,)",tanh,6,adam,0.8804713804713805,0.8759323689161712
seeds.data,"(20,)",tanh,8,adam,0.9097222222222222,0.9074323369698757
seeds.data,"(20,)",tanh,2,sgd,0.7904761904761906,0.7459642151503618
seeds.data,"(20,)",tanh,4,sgd,0.7791394335511982,0.7424383331694894
seeds.data,"(20,)",tanh,6,sgd,0.7811447811447811,0.7416012353060771
seeds.data,"(20,)",tanh,8,sgd,0.7795138888888888,0.7381469908479767
seeds.data,"(25,)",tanh,2,adam,0.34285714285714286,0.2190920234655459
seeds.data,"(25,)",tanh,4,adam,0.37826797385620914,0.2649173935418386
seeds.data,"(25,)",tanh,6,adam,0.4116161616161616,0.26837380726269616
seeds.data,"(25,)",tanh,8,adam,0.24074074074074073,0.14786975687710982
seeds.data,"(25,)",tanh,2,sgd,0.21904761904761905,0.11494252873563218
seeds.data,"(25,)",tanh,4,sgd,0.27178649237472763,0.20006460096920622
seeds.data,"(25,)",tanh,6,sgd,0.2967171717171717,0.1644961090902289
seeds.data,"(25,)",tanh,8,sgd,0.1921296296296296,0.11713191023535852
seeds.data,"(25,)",tanh,2,adam,0.9095238095238095,0.9091445375864164
seeds.data,"(25,)",tanh,4,adam,0.9098583877995642,0.9089008675446306
seeds.data,"(25,)",tanh,6,adam,0.9196127946127945,0.9190714358105662
seeds.data,"(25,)",tanh,8,adam,0.9236111111111112,0.92302007060134
seeds.data,"(25,)",tanh,2,sgd,0.7857142857142857,0.7506437740949191
seeds.data,"(25,)",tanh,4,sgd,0.8088235294117647,0.7926775107536992
seeds.data,"(25,)",tanh,6,sgd,0.8135521885521886,0.7903568601522566
seeds.data,"(25,)",tanh,8,sgd,0.7858796296296295,0.7510302515930797
